94292.3906566007,2090699.99798317
136603.862112098,1995723.22658703
209444.756468538,1890395.10064758
300005.102945286,1737593.13645455
350786.576051697,1680123.37859657
356562.930490188,1619447.20314978
284543.616696082,1603892.92831325
212188.219503332,1593768.19499677
45083.6009778386,1619992.2389929
-48020.6129218482,1636341.06474407
-99463.2432550133,1554506.86017203
-167730.077371968,1503136.02525118
-167730.077371968,1503136.02525118
-188335.150683343,1528892.3668904
-266634.42926657,1563405.86468695
-295481.531902495,1576284.03550656
-354205.990839915,1584010.93799833
-422717.859600239,1576284.03550656
-482987.699036012,1580920.17700162
-509259.167508015,1580920.17700162
-536560.889645588,1585556.31849668
-552014.694629119,1601010.12348021
-598891.236412499,1623160.57728994
-656070.314851565,1646341.28476524
-680796.402825216,1675703.51423395
-630986.689664285,1775625.36030058
-572952.903829606,1891960.0859037
-547351.98256794,1933459.20885586
-473490.009831123,2014717.11922072
-436705.286270813,2030457.15899369
-391746.287353935,2103955.60479074
-360190.026612723,2114455.38297015
-350390.484908726,2145454.72721063
-311822.68389977,2173954.12452708
-274494.207519218,2181239.72033847
-177996.243923806,2176922.66028469
-108997.699951644,2174313.56798713
-63450.0014574588,2200950.00033671
-51199.9984291163,2225824.99874891
499.989448376969,2246818.66474715
30499.3563611488,2234426.70408413
72486.435979517,2222453.09944048
86174.9990179666,2189075.00270675
95893.1970327774,2169437.07892571
75395.262396599,2123316.72360837
